  Frames  Seconds        Occurrences                    PDF                    CDF                  1-CDF              1/CDF               1/(1-CDF)
    4143  69.0500  21740509007773247  1.178555354858422e-03  3.934932965263051e-01  6.076852588285533e-01               2.54                    1.65
    4144  69.0667  21755627656195687  1.179374938431654e-03  3.946726714647368e-01  6.065067034736948e-01               2.53                    1.65
    4145  69.0833  21770575515937795  1.180185263531974e-03  3.958528567282688e-01  6.053273285352633e-01               2.53                    1.65
    4146  69.1000  21785352588508009  1.180986330241154e-03  3.970338430585099e-01  6.041471432717312e-01               2.52                    1.66
    4147  69.1167  21799958877183500  1.181778138736850e-03  3.982156211972467e-01  6.029661569414901e-01               2.51                    1.66
    4148  69.1333  21814394378475281  1.182560688829924e-03  3.993981818860767e-01  6.017843788027533e-01               2.50                    1.66
    4149  69.1500  21828659086457064  1.183333980199110e-03  4.005815158662758e-01  6.006018181139233e-01               2.50                    1.66
    4150  69.1667  21842753008411086  1.184098013239179e-03  4.017656138795150e-01  5.994184841337242e-01               2.49                    1.67
    4151  69.1833  21856676145058875  1.184852787989247e-03  4.029504666675042e-01  5.982343861204851e-01               2.48                    1.67
    4152  69.2000  21870428496275115  1.185598304442518e-03  4.041360649719467e-01  5.970495333324958e-01               2.47                    1.67
    4153  69.2167  21884010056548650  1.186334562300234e-03  4.053223995342470e-01  5.958639350280532e-01               2.47                    1.68
    4154  69.2333  21897420828327035  1.187061561695075e-03  4.065094610959420e-01  5.946776004657530e-01               2.46                    1.68
    4155  69.2500  21910660813116301  1.187779302708685e-03  4.076972403986507e-01  5.934905389040580e-01               2.45                    1.68
    4156  69.2667  21923730014031879  1.188487785509951e-03  4.088857281841607e-01  5.923027596013493e-01               2.45                    1.69
    4157  69.2833  21936628426927663  1.189187009874112e-03  4.100749151940348e-01  5.911142718158393e-01               2.44                    1.69
    4158  69.3000  21949356047196248  1.189876975551401e-03  4.112647921695862e-01  5.899250848059652e-01               2.43                    1.70
    4159  69.3167  21961912881198706  1.190557682886651e-03  4.124553498524728e-01  5.887352078304138e-01               2.42                    1.70
    4160  69.3333  21974298930066068  1.191229131941176e-03  4.136465789844140e-01  5.875446501475272e-01               2.42                    1.70
    4161  69.3500  21986514193350248  1.191891322690686e-03  4.148384703071047e-01  5.863534210155860e-01               2.41                    1.71
    4162  69.3667  21998558665465367  1.192544254832369e-03  4.160310145619371e-01  5.851615296928953e-01               2.40                    1.71
    4163  69.3833  22010432349278871  1.193187928521669e-03  4.172242024904587e-01  5.839689854380630e-01               2.40                    1.71
    4164  69.4000  22022135246287406  1.193822343839720e-03  4.184180248342985e-01  5.827757975095412e-01               2.39                    1.72
    4165  69.4167  22033667359449455  1.194447500946902e-03  4.196124723352453e-01  5.815819751657015e-01               2.38                    1.72
    4166  69.4333  22045028684016474  1.195063399585796e-03  4.208075357348312e-01  5.803875276647547e-01               2.38                    1.72
    4167  69.4500  22056219216498324  1.195670039567201e-03  4.220032057743984e-01  5.791924642651688e-01               2.37                    1.73
    4168  69.4667  22067238962552021  1.196267421197783e-03  4.231994731955961e-01  5.779967942256017e-01               2.36                    1.73
    4169  69.4833  22078087923635310  1.196855544556569e-03  4.243963287401527e-01  5.768005268044039e-01               2.36                    1.73
    4170  69.5000  22088766098995501  1.197434409602754e-03  4.255937631497554e-01  5.756036712598472e-01               2.35                    1.74
    4171  69.5167  22099273482946463  1.198004016028093e-03  4.267917671657835e-01  5.744062368502445e-01               2.34                    1.74
    4172  69.5333  22109610078793320  1.198564364011756e-03  4.279903315297953e-01  5.732082328342164e-01               2.34                    1.74
    4173  69.5500  22119775888021192  1.199115453634253e-03  4.291894469834296e-01  5.720096684702047e-01               2.33                    1.75
    4174  69.5667  22129770913295990  1.199657285040102e-03  4.303891042684697e-01  5.708105530165705e-01               2.32                    1.75
    4175  69.5833  22139595149666570  1.200189857960901e-03  4.315892941264305e-01  5.696108957315303e-01               2.32                    1.76
    4176  69.6000  22149248594364595  1.200713172246580e-03  4.327900072986772e-01  5.684107058735695e-01               2.31                    1.76
    4177  69.6167  22158731252470703  1.201227228172559e-03  4.339912345268497e-01  5.672099927013229e-01               2.30                    1.76
    4178  69.6333  22168043125766941  1.201732025835443e-03  4.351929665526851e-01  5.660087654731503e-01               2.30                    1.77
    4179  69.6500  22177184213210529  1.202227565178704e-03  4.363951941178639e-01  5.648070334473149e-01               2.29                    1.77
    4180  69.6667  22186154508991210  1.202713845887367e-03  4.375979079637512e-01  5.636048058821361e-01               2.29                    1.77
    4181  69.6833  22194954016869558  1.203190868165293e-03  4.388010988319165e-01  5.624020920362488e-01               2.28                    1.78
    4182  69.7000  22203582738319472  1.203658632092381e-03  4.400047574640089e-01  5.611989011680835e-01               2.27                    1.78
    4183  69.7167  22212040675641474  1.204117137793344e-03  4.412088746018022e-01  5.599952425359911e-01               2.27                    1.79
    4184  69.7333  22220327823877669  1.204566384999413e-03  4.424134409868016e-01  5.587911253981978e-01               2.26                    1.79
    4185  69.7500  22228444180796725  1.205006373589629e-03  4.436184473603913e-01  5.575865590131983e-01               2.25                    1.79
    4186  69.7667  22236389750954390  1.205437103810958e-03  4.448238844642022e-01  5.563815526396088e-01               2.25                    1.80
    4187  69.7833  22244164536461347  1.205858575777820e-03  4.460297430399801e-01  5.551761155357977e-01               2.24                    1.80
    4188  69.8000  22251768535994958  1.206270789418516e-03  4.472360138293986e-01  5.539702569600199e-01               2.24                    1.81
    4189  69.8167  22259201743598656  1.206673744410140e-03  4.484426875738087e-01  5.527639861706014e-01               2.23                    1.81
    4190  69.8333  22266464163508489  1.207067440982327e-03  4.496497550147910e-01  5.515573124261913e-01               2.22                    1.81
    4191  69.8500  22273555797182622  1.207451879214125e-03  4.508572068940052e-01  5.503502449852089e-01               2.22                    1.82
    4192  69.8667  22280476646555731  1.207827059210414e-03  4.520650339532156e-01  5.491427931059948e-01               2.21                    1.82
    4193  69.8833  22287226706650989  1.208192980701398e-03  4.532732269339170e-01  5.479349660467844e-01               2.21                    1.83
    4194  69.9000  22293805975794958  1.208549643596361e-03  4.544817765775133e-01  5.467267730660830e-01               2.20                    1.83
    4195  69.9167  22300214458002736  1.208897048112961e-03  4.556906736256263e-01  5.455182234224867e-01               2.19                    1.83
    4196  69.9333  22306452155718926  1.209235194383721e-03  4.568999088200100e-01  5.443093263743737e-01               2.19                    1.84
    4197  69.9500  22312519067348390  1.209564082322168e-03  4.581094729023322e-01  5.431000911799900e-01               2.18                    1.84
    4198  69.9667  22318415186767655  1.209883711596348e-03  4.593193566139285e-01  5.418905270976678e-01               2.18                    1.85
    4199  69.9833  22324140518712785  1.210194082463004e-03  4.605295506963916e-01  5.406806433860715e-01               2.17                    1.85
    4200  70.0000  22329695064609489  1.210495194999423e-03  4.617400458913909e-01  5.394704493036084e-01               2.17                    1.85
    4201  70.0167  22335078826038438  1.210787049291293e-03  4.629508329406822e-01  5.382599541086091e-01               2.16                    1.86
    4202  70.0333  22340291797986731  1.211069645066866e-03  4.641619025857491e-01  5.370491670593177e-01               2.15                    1.86
    4203  70.0500  22345333979359330  1.211342982266777e-03  4.653732455680159e-01  5.358380974142509e-01               2.15                    1.87
    4204  70.0667  22350205373615468  1.211607061078554e-03  4.665848526290944e-01  5.346267544319842e-01               2.14                    1.87
    4205  70.0833  22354905983540048  1.211861881653166e-03  4.677967145107476e-01  5.334151473709056e-01               2.14                    1.87
    4206  70.1000  22359435807273071  1.212107443889782e-03  4.690088219546374e-01  5.322032854892523e-01               2.13                    1.88
    4207  70.1167  22363794838493351  1.212343747445730e-03  4.702211657020831e-01  5.309911780453626e-01               2.13                    1.88
    4208  70.1333  22367983082484638  1.212570792607443e-03  4.714337364946906e-01  5.297788342979168e-01               2.12                    1.89
    4209  70.1500  22372000540600497  1.212788579448297e-03  4.726465250741389e-01  5.285662635053094e-01               2.12                    1.89
    4210  70.1667  22375847214089255  1.212997108035965e-03  4.738595221821749e-01  5.273534749258612e-01               2.11                    1.90
    4211  70.1833  22379523097885096  1.213196378095827e-03  4.750727185602707e-01  5.261404778178251e-01               2.10                    1.90
    4212  70.2000  22383028191489901  1.213386389600882e-03  4.762861049498716e-01  5.249272814397293e-01               2.10                    1.91
    4213  70.2167  22386362497792241  1.213567142707719e-03  4.774996720925793e-01  5.237138950501284e-01               2.09                    1.91
    4214  70.2333  22389526019925155  1.213738637586179e-03  4.787134107301654e-01  5.225003279074207e-01               2.09                    1.91
    4215  70.2500  22392518755766687  1.213900874121232e-03  4.799273116042867e-01  5.212865892698345e-01               2.08                    1.92
    4216  70.2667  22395340698779900  1.214053851958510e-03  4.811413654562452e-01  5.200726883957133e-01               2.08                    1.92
    4217  70.2833  22397991854821842  1.214197571415524e-03  4.823555630276607e-01  5.188586345437548e-01               2.07                    1.93
    4218  70.3000  22400472225085996  1.214332032556972e-03  4.835698950602177e-01  5.176444369723393e-01               2.07                    1.93
    4219  70.3167  22402781810565300  1.214457235436682e-03  4.847843522956544e-01  5.164301049397824e-01               2.06                    1.94
    4220  70.3333  22404920606202399  1.214573179780494e-03  4.859989254754349e-01  5.152156477043456e-01               2.06                    1.94
    4221  70.3500  22406888611974151  1.214679865587154e-03  4.872136053410220e-01  5.140010745245651e-01               2.05                    1.95
    4222  70.3667  22408685830387594  1.214777292992568e-03  4.884283826340146e-01  5.127863946589780e-01               2.05                    1.95
    4223  70.3833  22410312264733341  1.214865462175122e-03  4.896432480961897e-01  5.115716173659854e-01               2.04                    1.95
    4224  70.4000  22411767912684376  1.214944373008666e-03  4.908581924691984e-01  5.103567519038102e-01               2.04                    1.96
    4225  70.4167  22413052767485028  1.215014025126976e-03  4.920732064943253e-01  5.091418075308016e-01               2.03                    1.96
    4226  70.4333  22414166835580843  1.215074418879465e-03  4.932882809132048e-01  5.079267935056746e-01               2.03                    1.97
    4227  70.4500  22415110118062426  1.215125554325255e-03  4.945034064675300e-01  5.067117190867952e-01               2.02                    1.97
    4228  70.4667  22415882615608781  1.215167431501155e-03  4.957185738990312e-01  5.054965935324699e-01               2.02                    1.98
    4229  70.4833  22416484323082757  1.215200050128679e-03  4.969337739491599e-01  5.042814261009688e-01               2.01                    1.98
    4230  70.5000  22416915240884704  1.215223410229531e-03  4.981489973593894e-01  5.030662260508401e-01               2.01                    1.99
    4231  70.5167  22417175371539926  1.215237511940607e-03  4.993642348713300e-01  5.018510026406106e-01               2.00                    1.99
    4232  70.5333  22417264718110104  1.215242355427881e-03  5.005794772267579e-01  5.006357651286699e-01               2.00                    2.00
    4233  70.5500  22417183278169690  1.215237940559865e-03  5.017947151673178e-01  4.994205227732421e-01               1.99                    2.00
    4234  70.5667  22416931044752961  1.215224266958945e-03  5.030099394342767e-01  4.982052848326822e-01               1.99                    2.01
    4235  70.5833  22416508024903867  1.215201335006976e-03  5.042251407692837e-01  4.969900605657233e-01               1.98                    2.01
    4236  70.6000  22415914219600141  1.215169144756959e-03  5.054403099140407e-01  4.957748592307163e-01               1.98                    2.02
    4237  70.6167  22415149629223222  1.215127696229573e-03  5.066554376102702e-01  4.945596900859593e-01               1.97                    2.02
    4238  70.6333  22414214248526480  1.215076989140398e-03  5.078705145994107e-01  4.933445623897298e-01               1.97                    2.03
    4239  70.6500  22413108078361464  1.215017023535595e-03  5.090855316229462e-01  4.921294854005894e-01               1.96                    2.03
    4240  70.6667  22411831121251658  1.214947799551964e-03  5.103004794224982e-01  4.909144683770538e-01               1.96                    2.04
    4241  70.6833  22410383380056071  1.214869317344492e-03  5.115153487398427e-01  4.896995205775018e-01               1.95                    2.04
    4242  70.7000  22408764852293579  1.214781576778676e-03  5.127301303166214e-01  4.884846512601573e-01               1.95                    2.05
    4243  70.7167  22406975530584393  1.214684577454457e-03  5.139448148940758e-01  4.872698696833787e-01               1.95                    2.05
    4244  70.7333  22405015422789887  1.214578319798001e-03  5.151593932138738e-01  4.860551851059242e-01               1.94                    2.06
    4245  70.7500  22402884529699823  1.214462803852122e-03  5.163738560177259e-01  4.848406067861262e-01               1.94                    2.06
    4246  70.7667  22400582851407947  1.214338029621902e-03  5.175881940473478e-01  4.836261439822740e-01               1.93                    2.07
    4247  70.7833  22398110382534238  1.214203996815688e-03  5.188023980441635e-01  4.824118059526522e-01               1.93                    2.07
    4248  70.8000  22395467124404469  1.214060705505351e-03  5.200164587496688e-01  4.811976019558365e-01               1.92                    2.08
    4249  70.8167  22392653079522619  1.213908155826632e-03  5.212303669054955e-01  4.799835412503311e-01               1.92                    2.08
    4250  70.8333  22389668250570015  1.213746347924887e-03  5.224441132534204e-01  4.787696330945045e-01               1.91                    2.09
    4251  70.8500  22386512634559684  1.213575281638190e-03  5.236576885350586e-01  4.775558867465796e-01               1.91                    2.09
    4252  70.8667  22383186224973802  1.213394956613211e-03  5.248710834916718e-01  4.763423114649414e-01               1.91                    2.10
    4253  70.8833  22379689029244110  1.213205373252824e-03  5.260842888649246e-01  4.751289165083282e-01               1.90                    2.10
    4254  70.9000  22376021048356610  1.213006531610480e-03  5.272972953965351e-01  4.739157111350754e-01               1.90                    2.11
    4255  70.9167  22372182282166123  1.212798431678311e-03  5.285100938282135e-01  4.727027046034649e-01               1.89                    2.12
    4256  70.9333  22368172725104508  1.212581073154466e-03  5.297226749013679e-01  4.714899061717866e-01               1.89                    2.12
    4257  70.9500  22363992379011384  1.212354456138670e-03  5.309350293575066e-01  4.702773250986321e-01               1.88                    2.13
    4258  70.9667  22359641246355026  1.212118580764730e-03  5.321471479382713e-01  4.690649706424935e-01               1.88                    2.13
    4259  70.9833  22355119329653571  1.211873447169155e-03  5.333590213854404e-01  4.678528520617287e-01               1.87                    2.14
    4260  71.0000  22350426625320871  1.211619055157538e-03  5.345706404405980e-01  4.666409786145596e-01               1.87                    2.14
    4261  71.0167  22345563127924525  1.211355404435388e-03  5.357819958450334e-01  4.654293595594020e-01               1.87                    2.15
    4262  71.0333  22340528844264912  1.211082495371355e-03  5.369930783404048e-01  4.642180041549666e-01               1.86                    2.15
    4263  71.0500  22335323775574334  1.210800328032242e-03  5.382038786684370e-01  4.630069216595953e-01               1.86                    2.16
    4264  71.0667  22329947921495838  1.210508902398698e-03  5.394143875708357e-01  4.617961213315631e-01               1.85                    2.17
    4265  71.0833  22324401276237333  1.210208218156734e-03  5.406245957889924e-01  4.605856124291643e-01               1.85                    2.17
    4266  71.1000  22318683842181500  1.209898275435515e-03  5.418344940644280e-01  4.593754042110076e-01               1.85                    2.18
    4267  71.1167  22312795621749494  1.209579074366293e-03  5.430440731387942e-01  4.581655059355721e-01               1.84                    2.18
    4268  71.1333  22306736617307990  1.209250615077364e-03  5.442533237538716e-01  4.569559268612058e-01               1.84                    2.19
    4269  71.1500  22300506824646575  1.208912897340482e-03  5.454622366512121e-01  4.557466762461284e-01               1.83                    2.19
    4270  71.1667  22294106239437583  1.208565920921043e-03  5.466708025721331e-01  4.545377633487879e-01               1.83                    2.20
    4271  71.1833  22287534867850309  1.208209686153487e-03  5.478790122582866e-01  4.533291974278669e-01               1.83                    2.21
    4272  71.2000  22280792711356527  1.207844193117597e-03  5.490868564514042e-01  4.521209877417134e-01               1.82                    2.21
    4273  71.2167  22273879769395195  1.207469441782960e-03  5.502943258931872e-01  4.509131435485959e-01               1.82                    2.22
    4274  71.2333  22266796035933053  1.207085431822512e-03  5.515014113250096e-01  4.497056741068129e-01               1.81                    2.22
    4275  71.2500  22259541513914447  1.206692163395866e-03  5.527081034884055e-01  4.484985886749904e-01               1.81                    2.23
    4276  71.2667  22252116205706296  1.206289636631333e-03  5.539143931250369e-01  4.472918965115945e-01               1.81                    2.24
    4277  71.2833  22244520113323302  1.205877851638131e-03  5.551202709766749e-01  4.460856068749632e-01               1.80                    2.24
    4278  71.3000  22236753232528783  1.205456808186589e-03  5.563257277848616e-01  4.448797290233250e-01               1.80                    2.25
    4279  71.3167  22228815559517126  1.205026506070403e-03  5.575307542909320e-01  4.436742722151384e-01               1.79                    2.25
    4280  71.3333  22220707100000021  1.204586945599205e-03  5.587353412365311e-01  4.424692457090680e-01               1.79                    2.26
    4281  71.3500  22212427855703523  1.204138126866565e-03  5.599394793633977e-01  4.412646587634688e-01               1.79                    2.27
    4282  71.3667  22203977825863860  1.203680049831078e-03  5.611431594132288e-01  4.400605206366023e-01               1.78                    2.27
    4283  71.3833  22195357004190730  1.203212714151747e-03  5.623463721273806e-01  4.388568405867712e-01               1.78                    2.28
    4284  71.4000  22186565394208439  1.202736120019625e-03  5.635491082474002e-01  4.376536278726195e-01               1.77                    2.28
    4285  71.4167  22177602998228472  1.202250267560017e-03  5.647513585149602e-01  4.364508917525998e-01               1.77                    2.29
    4286  71.4333  22168469817909335  1.201755156862832e-03  5.659531136718230e-01  4.352486414850398e-01               1.77                    2.30
    4287  71.4500  22159165848971224  1.201250787696060e-03  5.671543644595191e-01  4.340468863281770e-01               1.76                    2.30
    4288  71.4667  22149691088163472  1.200737159883483e-03  5.683551016194026e-01  4.328456355404809e-01               1.76                    2.31
    4289  71.4833  22140045540713673  1.200214273708488e-03  5.695553158931110e-01  4.316448983805974e-01               1.76                    2.32
    4290  71.5000  22130229208615740  1.199682129279168e-03  5.707549980223903e-01  4.304446841068889e-01               1.75                    2.32
    4291  71.5167  22120242090901418  1.199140726543031e-03  5.719541387489333e-01  4.292450019776098e-01               1.75                    2.33
    4292  71.5333  22110084181006852  1.198590065144251e-03  5.731527288140775e-01  4.280458612510668e-01               1.74                    2.34
    4293  71.5500  22099755483070870  1.198030145307194e-03  5.743507589593847e-01  4.268472711859225e-01               1.74                    2.34
    4294  71.5667  22089255999312549  1.197460967152156e-03  5.755482199265368e-01  4.256492410406153e-01               1.74                    2.35
    4295  71.5833  22078585731065740  1.196882530751447e-03  5.767451024572883e-01  4.244517800734631e-01               1.73                    2.36
    4296  71.6000  22067744673974099  1.196294835868907e-03  5.779413972931572e-01  4.232548975427117e-01               1.73                    2.36
    4297  71.6167  22056732825376639  1.195697882360285e-03  5.791370951755175e-01  4.220586027068428e-01               1.73                    2.37
    4298  71.6333  22045550189991019  1.195091670481324e-03  5.803321868459989e-01  4.208629048244825e-01               1.72                    2.38
    4299  71.6500  22034196770093524  1.194476200355424e-03  5.815266630463543e-01  4.196678131540011e-01               1.72                    2.38
    4300  71.6667  22022672564508504  1.193851471918852e-03  5.827205145182731e-01  4.184733369536457e-01               1.72                    2.39
    4301  71.6833  22010977566379812  1.193217484799935e-03  5.839137320030731e-01  4.172794854817269e-01               1.71                    2.40
    4302  71.7000  21999111780502312  1.192574239258603e-03  5.851063062423316e-01  4.160862679969269e-01               1.71                    2.40
    4303  71.7167  21987075208958954  1.191921735407774e-03  5.862982279777395e-01  4.148936937576684e-01               1.71                    2.41
    4304  71.7333  21974867852792144  1.191259973303956e-03  5.874894879510434e-01  4.137017720222606e-01               1.70                    2.42
    4305  71.7500  21962489707537663  1.190588952705143e-03  5.886800769037485e-01  4.125105120489566e-01               1.70                    2.42
    4306  71.7667  21949940771156618  1.189908673500808e-03  5.898699855772493e-01  4.113199230962515e-01               1.70                    2.43
    4307  71.7833  21937221047831795  1.189219135917698e-03  5.910592047131670e-01  4.101300144227507e-01               1.69                    2.44
    4308  71.8000  21924330540137248  1.188520340095355e-03  5.922477250532624e-01  4.089407952868330e-01               1.69                    2.45
    4309  71.8167  21911269246684781  1.187812285958523e-03  5.934355373392209e-01  4.077522749467376e-01               1.69                    2.45
    4310  71.8333  21898037160309911  1.187094973118816e-03  5.946226323123397e-01  4.065644626607791e-01               1.68                    2.46
    4311  71.8500  21884634286502410  1.186368401873833e-03  5.958090007142135e-01  4.053773676876603e-01               1.68                    2.47
    4312  71.8667  21871060627098118  1.185632572323098e-03  5.969946332865367e-01  4.041909992857864e-01               1.68                    2.47
    4313  71.8833  21857316167690410  1.184887483685624e-03  5.981795207702223e-01  4.030053667134634e-01               1.67                    2.48
    4314  71.9000  21843400918440205  1.184133136512237e-03  5.993636539067345e-01  4.018204792297777e-01               1.67                    2.49
    4315  71.9167  21829314878738464  1.183369530769919e-03  6.005470234375044e-01  4.006363460932655e-01               1.67                    2.50
    4316  71.9333  21815058051861801  1.182596666636298e-03  6.017296201041408e-01  3.994529765624956e-01               1.66                    2.50
    4317  71.9500  21800630440830391  1.181814544275097e-03  6.029114346484158e-01  3.982703798958593e-01               1.66                    2.51
    4318  71.9667  21786032043899767  1.181023163591747e-03  6.040924578120076e-01  3.970885653515842e-01               1.66                    2.52
    4319  71.9833  21771262853450483  1.180222524173199e-03  6.052726803361808e-01  3.959075421879925e-01               1.65                    2.53
    4320  72.0000  21756322876102359  1.179412626378313e-03  6.064520929625591e-01  3.947273196638192e-01               1.65                    2.53
    4321  72.0167  21741212113364305  1.178593470288887e-03  6.076306864328480e-01  3.935479070374409e-01               1.65                    2.54
    4322  72.0333  21725930565693282  1.177765055929694e-03  6.088084514887777e-01  3.923693135671520e-01               1.64                    2.55
    4323  72.0500  21710478228262142  1.176927383039053e-03  6.099853788718167e-01  3.911915485112223e-01               1.64                    2.56
    4324  72.0667  21694855100578315  1.176080451590262e-03  6.111614593234069e-01  3.900146211281833e-01               1.64                    2.56
    4325  72.0833  21679061185958464  1.175224261763117e-03  6.123366835851701e-01  3.888385406765930e-01               1.63                    2.57
    4326  72.1000  21663096487147157  1.174358813706402e-03  6.135110423988765e-01  3.876633164148299e-01               1.63                    2.58
    4327  72.1167  21646961002345202  1.173484107322583e-03  6.146845265061991e-01  3.864889576011235e-01               1.63                    2.59
    4328  72.1333  21630654723642232  1.172600142182837e-03  6.158571266483819e-01  3.853154734938009e-01               1.62                    2.60
    4329  72.1500  21614177658369417  1.171706918684589e-03  6.170288335670665e-01  3.841428733516181e-01               1.62                    2.60
    4330  72.1667  21597529807833573  1.170804436898680e-03  6.181996380039652e-01  3.829711664329335e-01               1.62                    2.61
    4331  72.1833  21580711172267596  1.169892696837736e-03  6.193695307008029e-01  3.818003619960348e-01               1.61                    2.62
    4332  72.2000  21563721746645623  1.168971698229305e-03  6.205385023990322e-01  3.806304692991971e-01               1.61                    2.63
    4333  72.2167  21546561530984867  1.168041441074320e-03  6.217065438401066e-01  3.794614976009678e-01               1.61                    2.64
    4334  72.2333  21529230528614033  1.167101925553229e-03  6.228736457656597e-01  3.782934561598935e-01               1.61                    2.64
    4335  72.2500  21511728742034660  1.166153151801642e-03  6.240397989174614e-01  3.771263542343402e-01               1.60                    2.65
    4336  72.2667  21494056169356000  1.165195119717062e-03  6.252049940371784e-01  3.759602010825386e-01               1.60                    2.66
    4337  72.2833  21476212802397828  1.164227828856036e-03  6.263692218660345e-01  3.747950059628215e-01               1.60                    2.67
    4338  72.3000  21458198649201336  1.163251279654480e-03  6.275324731456889e-01  3.736307781339655e-01               1.59                    2.68
    4339  72.3167  21440013710862698  1.162265472171817e-03  6.286947386178608e-01  3.724675268543110e-01               1.59                    2.68
    4340  72.3333  21421657987414278  1.161270406409801e-03  6.298560090242706e-01  3.713052613821392e-01               1.59                    2.69
    4341  72.3500  21403131473591021  1.160266082083013e-03  6.310162751063536e-01  3.701439909757294e-01               1.58                    2.70
    4342  72.3667  21384434169957864  1.159252499222079e-03  6.321755276055757e-01  3.689837248936464e-01               1.58                    2.71
    4343  72.3833  21365566079828601  1.158229658006639e-03  6.333337572635823e-01  3.678244723944243e-01               1.58                    2.72
    4344  72.4000  21346527205492990  1.157197558560821e-03  6.344909548221431e-01  3.666662427364177e-01               1.58                    2.73
    4345  72.4167  21327317544789325  1.156156200767440e-03  6.356471110229106e-01  3.655090451778568e-01               1.57                    2.74
    4346  72.4333  21307937089716309  1.155105584192744e-03  6.368022166071033e-01  3.643528889770894e-01               1.57                    2.74
    4347  72.4500  21288385848599405  1.154045709288057e-03  6.379562623163914e-01  3.631977833928967e-01               1.57                    2.75
    4348  72.4667  21268663822450721  1.152976576108246e-03  6.391092388924996e-01  3.620437376836086e-01               1.56                    2.76
    4349  72.4833  21248771011133912  1.151898184645920e-03  6.402611370771456e-01  3.608907611075003e-01               1.56                    2.77
    4350  72.5000  21228707409098103  1.150810534600164e-03  6.414119476117457e-01  3.597388629228545e-01               1.56                    2.78
    4351  72.5167  21208473017496273  1.149713626033483e-03  6.425616612377792e-01  3.585880523882543e-01               1.56                    2.79
    4352  72.5333  21188067839603089  1.148607459123396e-03  6.437102686969026e-01  3.574383387622208e-01               1.55                    2.80
    4353  72.5500  21167491877520848  1.147492033983869e-03  6.448577607308865e-01  3.562897313030974e-01               1.55                    2.81
    4354  72.5667  21146745128365625  1.146367350458563e-03  6.460041280813450e-01  3.551422392691135e-01               1.55                    2.82
    4355  72.5833  21125827585590164  1.145233408192553e-03  6.471493614895376e-01  3.539958719186549e-01               1.55                    2.82
    4356  72.6000  21104739256567265  1.144090207585517e-03  6.482934516971232e-01  3.528506385104624e-01               1.54                    2.83
    4357  72.6167  21083480142596011  1.142937748707879e-03  6.494363894458310e-01  3.517065483028769e-01               1.54                    2.84
    4358  72.6333  21062050243428009  1.141776031546175e-03  6.505781654773771e-01  3.505636105541690e-01               1.54                    2.85
    4359  72.6500  21040449553165406  1.140605055780680e-03  6.517187705331579e-01  3.494218345226228e-01               1.53                    2.86
    4360  72.6667  21018678073597663  1.139424821508401e-03  6.528581953546663e-01  3.482812294668421e-01               1.53                    2.87
    4361  72.6833  20996735807939852  1.138235328903629e-03  6.539964306835698e-01  3.471418046453337e-01               1.53                    2.88
    4362  72.7000  20974622758121975  1.137036578070987e-03  6.551334672616409e-01  3.460035693164301e-01               1.53                    2.89
    4363  72.7167  20952338920643944  1.135828568820738e-03  6.562692958304616e-01  3.448665327383592e-01               1.52                    2.90
    4364  72.7333  20929884290030188  1.134611300856048e-03  6.574039071313177e-01  3.437307041695384e-01               1.52                    2.91
    4365  72.7500  20907258873099080  1.133384774546543e-03  6.585372919058642e-01  3.425960928686824e-01               1.52                    2.92
    4366  72.7667  20884462671307812  1.132148989971218e-03  6.596694408958355e-01  3.414627080941358e-01               1.52                    2.93
    4367  72.7833  20861495684291582  1.130903947110296e-03  6.608003448429457e-01  3.403305591041646e-01               1.51                    2.94
    4368  72.8000  20838357905793858  1.129649645624609e-03  6.619299944885704e-01  3.391996551570543e-01               1.51                    2.95
    4369  72.8167  20815049338262300  1.128386085646847e-03  6.630583805742172e-01  3.380700055114297e-01               1.51                    2.96
    4370  72.8333  20791569984838551  1.127113267347318e-03  6.641854938415644e-01  3.369416194257828e-01               1.51                    2.97
    4371  72.8500  20767919847155671  1.125831190814550e-03  6.653113250323790e-01  3.358145061584355e-01               1.50                    2.98
    4372  72.8667  20744098921479637  1.124539855846122e-03  6.664358648882251e-01  3.346886749676209e-01               1.50                    2.99
    4373  72.8833  20720107203035929  1.123239262183205e-03  6.675591041504083e-01  3.335641351117749e-01               1.50                    3.00
    4374  72.9000  20695944698194576  1.121929410171121e-03  6.686810335605795e-01  3.324408958495916e-01               1.50                    3.01
    4375  72.9167  20671611408586440  1.120610299898278e-03  6.698016438604778e-01  3.313189664394205e-01               1.49                    3.02
    4376  72.9333  20647107333724309  1.119281931338264e-03  6.709209257918161e-01  3.301983561395223e-01               1.49                    3.03
    4377  72.9500  20622432466982527  1.117944304131903e-03  6.720388700959479e-01  3.290790742081840e-01               1.49                    3.04
    4378  72.9667  20597586811489712  1.116597418448796e-03  6.731554675143967e-01  3.279611299040521e-01               1.49                    3.05
    4379  72.9833  20572570370300905  1.115241274454558e-03  6.742707087888513e-01  3.268445324856033e-01               1.48                    3.06
    4380  73.0000  20547383144691782  1.113875872218343e-03  6.753845846610697e-01  3.257292912111487e-01               1.48                    3.07
    4381  73.0167  20522025130872587  1.112501211534709e-03  6.764970858726044e-01  3.246154153389304e-01               1.48                    3.08
    4382  73.0333  20496496324608915  1.111117292174107e-03  6.776082031647784e-01  3.235029141273957e-01               1.48                    3.09
