  Frames  Seconds        Occurrences                    PDF                    CDF                  1-CDF              1/CDF               1/(1-CDF)
    3422  57.0333    655864245101807  3.555447196974723e-05  2.151120690888759e-03  9.978844337810809e-01             464.87                    1.00
    3423  57.0500    664096552254547  3.600074623472566e-05  2.187121437123485e-03  9.978488793091113e-01             457.22                    1.00
    3424  57.0667    672397461306083  3.645073941608965e-05  2.223572176539575e-03  9.978128785628765e-01             449.73                    1.00
    3425  57.0833    680767253444155  3.690446675705714e-05  2.260476643296632e-03  9.977764278234604e-01             442.38                    1.00
    3426  57.1000    689206210568458  3.736194353944121e-05  2.297838586836073e-03  9.977395233567034e-01             435.19                    1.00
    3427  57.1167    697714623918290  3.782318555135584e-05  2.335661772387429e-03  9.977021614131639e-01             428.14                    1.00
    3428  57.1333    706292779879264  3.828820831779621e-05  2.373949980705225e-03  9.976643382276126e-01             421.24                    1.00
    3429  57.1500    714940958548812  3.875702702287455e-05  2.412707007728099e-03  9.976260500192948e-01             414.47                    1.00
    3430  57.1667    723659441260035  3.922965691768881e-05  2.451936664645789e-03  9.975872929922719e-01             407.84                    1.00
    3431  57.1833    732448519127220  3.970611378357612e-05  2.491642778429364e-03  9.975480633353542e-01             401.34                    1.00
    3432  57.2000    741308476773220  4.018641304997226e-05  2.531829191479337e-03  9.975083572215706e-01             394.97                    1.00
    3433  57.2167    750239597871327  4.067057009483720e-05  2.572499761574174e-03  9.974681708085207e-01             388.73                    1.00
    3434  57.2333    759242163568650  4.115860015918625e-05  2.613658361733360e-03  9.974275002384259e-01             382.61                    1.00
    3435  57.2500    768316455829777  4.165051852835037e-05  2.655308880261711e-03  9.973863416382667e-01             376.60                    1.00
    3436  57.2667    777462765997004  4.214634099602706e-05  2.697455221257737e-03  9.973446911197383e-01             370.72                    1.00
    3437  57.2833    786681380669734  4.264608309880109e-05  2.740101304356539e-03  9.973025447787423e-01             364.95                    1.00
    3438  57.3000    795972579529084  4.314975999821619e-05  2.783251064354755e-03  9.972598986956435e-01             359.29                    1.00
    3439  57.3167    805336645226868  4.365738701685791e-05  2.826908451371613e-03  9.972167489356453e-01             353.74                    1.00
    3440  57.3333    814773867769536  4.416897987600740e-05  2.871077431247620e-03  9.971730915486284e-01             348.30                    1.00
    3441  57.3500    824284531884349  4.468455401076041e-05  2.915761985258381e-03  9.971289225687524e-01             342.96                    1.00
    3442  57.3667    833868921001664  4.520412478590738e-05  2.960966110044288e-03  9.970842380147417e-01             337.73                    1.00
    3443  57.3833    843527316231353  4.572770744044500e-05  3.006693817484733e-03  9.970390338899557e-01             332.59                    1.00
    3444  57.4000    853259999599220  4.625531726302275e-05  3.052949134747756e-03  9.969933061825152e-01             327.55                    1.00
    3445  57.4167    863067262591533  4.678697005514287e-05  3.099736104802899e-03  9.969470508652523e-01             322.61                    1.00
    3446  57.4333    872949391950956  4.732268136115633e-05  3.147058786164055e-03  9.969002638951971e-01             317.76                    1.00
    3447  57.4500    882906666971335  4.786246632161286e-05  3.194921252485668e-03  9.968529412138359e-01             313.00                    1.00
    3448  57.4667    892939370335354  4.840634026077146e-05  3.243327592746439e-03  9.968050787475143e-01             308.33                    1.00
    3449  57.4833    903047792225522  4.895431890945747e-05  3.292281911655897e-03  9.967566724072535e-01             303.74                    1.00
    3450  57.5000    913232217489605  4.950641770929922e-05  3.341788329365196e-03  9.967077180883441e-01             299.24                    1.00
    3451  57.5167    923492929304137  5.006265201132738e-05  3.391850981376524e-03  9.966582116706348e-01             294.82                    1.00
    3452  57.5333    933830208743889  5.062303705263583e-05  3.442474018429159e-03  9.966081490186235e-01             290.49                    1.00
    3453  57.5500    944244337893760  5.118758812507757e-05  3.493661606554237e-03  9.965575259815709e-01             286.23                    1.00
    3454  57.5667    954735608459111  5.175632104203190e-05  3.545417927596269e-03  9.965063383934457e-01             282.05                    1.00
    3455  57.5833    965304307114166  5.232925134413967e-05  3.597747178940408e-03  9.964545820724038e-01             277.95                    1.00
    3456  57.6000    975950712970813  5.290639416208662e-05  3.650653573102495e-03  9.964022528210595e-01             273.92                    1.00
    3457  57.6167    986675108681706  5.348776481850384e-05  3.704141337920999e-03  9.963493464268975e-01             269.97                    1.00
    3458  57.6333    997477784590774  5.407337905296726e-05  3.758214716973966e-03  9.962958586620790e-01             266.08                    1.00
    3459  57.6500   1008359025685169  5.466325231466134e-05  3.812877969288627e-03  9.962417852830260e-01             262.27                    1.00
    3460  57.6667   1019319114874992  5.525739994017339e-05  3.868135369228801e-03  9.961871220307114e-01             258.52                    1.00
    3461  57.6833   1030358333201806  5.585583716479707e-05  3.923991206393597e-03  9.961318646307712e-01             254.84                    1.00
    3462  57.7000   1041476962809310  5.645857928357294e-05  3.980449785677171e-03  9.960760087936064e-01             251.23                    1.00
    3463  57.7167   1052675295767244  5.706564212963334e-05  4.037515427806804e-03  9.960195502143229e-01             247.68                    1.00
    3464  57.7333   1063953618255895  5.767704121684272e-05  4.095192469023647e-03  9.959624845721932e-01             244.19                    1.00
    3465  57.7500   1075312209623090  5.829279168867712e-05  4.153485260712324e-03  9.959048075309763e-01             240.76                    1.00
    3466  57.7667   1086751352360511  5.891290885904130e-05  4.212398169571366e-03  9.958465147392876e-01             237.39                    1.00
    3467  57.7833   1098271336961527  5.953740847561235e-05  4.271935578046978e-03  9.957876018304286e-01             234.09                    1.00
    3468  57.8000   1109872448567562  6.016630599593785e-05  4.332101884042916e-03  9.957280644219531e-01             230.83                    1.00
    3469  57.8167   1121554969810804  6.079961674153940e-05  4.392901500784455e-03  9.956678981159571e-01             227.64                    1.00
    3470  57.8333   1133319181700310  6.143735594594851e-05  4.454338856730403e-03  9.956070984992156e-01             224.50                    1.00
    3471  57.8500   1145165366440498  6.207953890749734e-05  4.516418395637900e-03  9.955456611432696e-01             221.41                    1.00
    3472  57.8667   1157093816469869  6.272618147930878e-05  4.579144577117209e-03  9.954835816043621e-01             218.38                    1.00
    3473  57.8833   1169104817472053  6.337729914832345e-05  4.642521876265533e-03  9.954208554228828e-01             215.40                    1.00
    3474  57.9000   1181198649025043  6.403290707049472e-05  4.706554783336028e-03  9.953574781237344e-01             212.47                    1.00
    3475  57.9167   1193375593465699  6.469302055133445e-05  4.771247803887362e-03  9.952934452166640e-01             209.59                    1.00
    3476  57.9333   1205635941434655  6.535765534650297e-05  4.836605459233865e-03  9.952287521961126e-01             206.76                    1.00
    3477  57.9500   1217979978232660  6.602682692218487e-05  4.902632286156050e-03  9.951633945407662e-01             203.97                    1.00
    3478  57.9667   1230407986207503  6.670055058448447e-05  4.969332836740534e-03  9.950973677138439e-01             201.23                    1.00
    3479  57.9833   1242920246335255  6.737884156514509e-05  5.036711678305679e-03  9.950306671632595e-01             198.54                    1.00
    3480  58.0000   1255517040990198  6.806171517170724e-05  5.104773393477387e-03  9.949632883216943e-01             195.90                    1.01
    3481  58.0167   1268198662664776  6.874918726021808e-05  5.173522580737605e-03  9.948952266065226e-01             193.29                    1.01
    3482  58.0333   1280965396856624  6.944127330753540e-05  5.242963854045140e-03  9.948264774192624e-01             190.73                    1.01
    3483  58.0500   1293817523272541  7.013798847659518e-05  5.313101842521735e-03  9.947570361459549e-01             188.21                    1.01
    3484  58.0667   1306755041776849  7.083933276004229e-05  5.383941175281778e-03  9.946868981574782e-01             185.74                    1.01
